x,y
Grocery store purchase - 22098,Shopping
Monthly salary deposit - 13590,Salary
Weekly grocery shopping - 92221,Groceries
Gas utility payment - 11476,Utilities
Gas station transaction - 08688,Gas
Bank wire transfer - 81159,Transfer-Out
Petrol station purchase - 57476,Gas
Theme park ticket purchase - 82821,Entertainment
Medicine purchase - 59435,Pharmacy
Electricity bill payment - 47564,Utilities
Mobile phone store purchase - 40849,Shopping
Medicine purchase - 80731,Pharmacy
Gas station transaction - 23603,Gas
Monthly salary deposit - 75412,Salary
Money sent to friend - 75719,Transfer-Out
Fuel payment - 59795,Gas
Health store transaction - 26578,Pharmacy
Gas station transaction - 80306,Gas
Streaming service payment - 47729,Entertainment
Fuel payment - 83756,Gas
Amazon online purchase - 36597,Shopping
Brunch payment - 09254,Restaurants
Water bill payment - 59194,Utilities
Interest income received - 90694,Interest Income
Prescription payment - 31695,Pharmacy
Gas station transaction - 35477,Gas
Health store transaction - 60667,Pharmacy
Monthly salary deposit - 68687,Salary
Savings account interest - 73406,Interest Income
Fuel payment - 81782,Gas
Petrol station purchase - 35138,Gas
Grocery store payment - 66155,Groceries
Organic store purchase - 82959,Groceries
Transfer to savings account - 31063,Transfer-Out
Health store transaction - 79193,Pharmacy
Money sent to friend - 45825,Transfer-Out
Monthly salary deposit - 29553,Salary
Monthly salary deposit - 94238,Salary
Monthly salary deposit - 67722,Salary
Lunch at sushi bar - 36888,Restaurants
Shoe store purchase - 95118,Shopping
Payroll deposit - 27033,Salary
Amazon online purchase - 21822,Shopping
Fuel payment - 62479,Gas
Electronics store purchase - 74306,Shopping
Fuel purchase at gas station - 27071,Gas
Interest deposit - 59655,Interest Income
Money sent to friend - 70325,Transfer-Out
Health store transaction - 48959,Pharmacy
Savings account interest - 03757,Interest Income
Gas utility payment - 42143,Utilities
Salary payment - 53597,Salary
Payroll deposit - 25361,Salary
Mobile phone store purchase - 90900,Shopping
Fuel payment - 32629,Gas
Fuel purchase at gas station - 78003,Gas
Fast food purchase - 26511,Restaurants
Weekly grocery shopping - 85359,Groceries
Water bill payment - 48924,Utilities
Internet service payment - 61035,Utilities
Fuel payment - 29028,Gas
Pharmacy store purchase - 71021,Pharmacy
Starbucks coffee purchase - 60785,Restaurants
Bank interest payment - 42535,Interest Income
Utility bill payment - 50478,Utilities
Utility bill payment - 37364,Utilities
Interest credited - 89365,Interest Income
Utility bill payment - 85735,Utilities
Gas refill payment - 96142,Gas
Water bill payment - 96999,Utilities
Paycheck deposit - 15567,Salary
Fuel purchase at gas station - 77656,Gas
Streaming service payment - 52167,Entertainment
Streaming service payment - 85392,Entertainment
Mobile phone store purchase - 74741,Shopping
Bank interest payment - 20385,Interest Income
Gas utility payment - 71868,Utilities
Family money transfer - 05413,Transfer-Out
Family money transfer - 79727,Transfer-Out
Paycheck deposit - 55921,Salary
Electronics store purchase - 73785,Shopping
Fuel purchase at gas station - 82569,Gas
Gas utility payment - 58466,Utilities
Payroll deposit - 32597,Salary
Lunch at sushi bar - 09230,Restaurants
Bank wire transfer - 34389,Transfer-Out
Transfer to savings account - 01577,Transfer-Out
Account transfer - 60128,Transfer-Out
Medicine purchase - 08959,Pharmacy
Electronics store purchase - 64613,Shopping
Gas station transaction - 11899,Gas
Savings account interest - 71176,Interest Income
Shoe store purchase - 31906,Shopping
Brunch payment - 13754,Restaurants
Concert tickets purchase - 97221,Entertainment
Bank interest payment - 20166,Interest Income
Vegetable market transaction - 17212,Groceries
Prescription payment - 61306,Pharmacy
Gas station transaction - 53081,Gas
Salary payment - 78076,Salary
Streaming service payment - 51640,Entertainment
Electronics store purchase - 91243,Shopping
Payroll deposit - 33920,Salary
Electronics store purchase - 09943,Shopping
Gas refill payment - 24050,Gas
Mobile phone store purchase - 45418,Shopping
Pharmacy store purchase - 32886,Pharmacy
Lunch at sushi bar - 78000,Restaurants
Income from employer - 95744,Salary
Vegetable market transaction - 04693,Groceries
Interest credited - 92818,Interest Income
Utility bill payment - 00017,Utilities
Shoe store purchase - 28742,Shopping
Utility bill payment - 29440,Utilities
Fast food purchase - 07315,Restaurants
Amazon online purchase - 74104,Shopping
Movie theater tickets - 42008,Entertainment
Payroll deposit - 94141,Salary
Movie theater tickets - 04386,Entertainment
Utility bill payment - 75425,Utilities
Paycheck deposit - 98761,Salary
Internet service payment - 88413,Utilities
Grocery store purchase - 21800,Shopping
Organic store purchase - 41960,Groceries
Shoe store purchase - 05612,Shopping
Starbucks coffee purchase - 55907,Restaurants
Vegetable market transaction - 02907,Groceries
Starbucks coffee purchase - 65828,Restaurants
Utility bill payment - 75420,Utilities
Gas utility payment - 41467,Utilities
Mobile phone store purchase - 99149,Shopping
Utility bill payment - 52874,Utilities
Streaming service payment - 65599,Entertainment
Electricity bill payment - 08288,Utilities
Fuel purchase at gas station - 20498,Gas
Shoe store purchase - 48666,Shopping
Supermarket groceries purchase - 89590,Groceries
Payroll deposit - 55874,Salary
Fuel purchase at gas station - 04085,Gas
Account transfer - 95889,Transfer-Out
Bank interest payment - 31748,Interest Income
Payroll deposit - 59545,Salary
Electricity bill payment - 50054,Utilities
Income from employer - 68115,Salary
Vegetable market transaction - 47695,Groceries
Gas utility payment - 21655,Utilities
Utility bill payment - 59946,Utilities
Supermarket groceries purchase - 52190,Groceries
Family money transfer - 14452,Transfer-Out
Internet service payment - 68527,Utilities
Monthly salary deposit - 74786,Salary
Interest credited - 20646,Interest Income
Family money transfer - 32260,Transfer-Out
Gas utility payment - 30051,Utilities
Gas station transaction - 93784,Gas
Medical supplies purchase - 15572,Pharmacy
Prescription payment - 55681,Pharmacy
Organic store purchase - 49745,Groceries
Interest income received - 60228,Interest Income
Money sent to friend - 37589,Transfer-Out
Theme park ticket purchase - 12783,Entertainment
Movie theater tickets - 93547,Entertainment
Lunch at sushi bar - 39742,Restaurants
Transfer to savings account - 46862,Transfer-Out
Family money transfer - 40749,Transfer-Out
Grocery store purchase - 12576,Shopping
Medical supplies purchase - 97845,Pharmacy
Amazon online purchase - 02597,Shopping
Payroll deposit - 13324,Salary
Medical supplies purchase - 82936,Pharmacy
Internet service payment - 93380,Utilities
Payroll deposit - 23616,Salary
Money sent to friend - 06436,Transfer-Out
Interest income received - 30060,Interest Income
Bank wire transfer - 75342,Transfer-Out
Fuel purchase at gas station - 52304,Gas
Payment to Italian restaurant - 56315,Restaurants
Account transfer - 12338,Transfer-Out
Medical supplies purchase - 44072,Pharmacy
Starbucks coffee purchase - 38445,Restaurants
Fast food purchase - 49791,Restaurants
Medical supplies purchase - 01837,Pharmacy
Interest credited - 81470,Interest Income
Bank interest payment - 63909,Interest Income
Interest credited - 81117,Interest Income
Utility bill payment - 94631,Utilities
Payroll deposit - 00029,Salary
Amazon online purchase - 98827,Shopping
Interest income received - 09515,Interest Income
Savings account interest - 79181,Interest Income
Account transfer - 47084,Transfer-Out
Bank interest payment - 86411,Interest Income
Fuel purchase at gas station - 22783,Gas
Bank interest payment - 67854,Interest Income
Paycheck deposit - 32531,Salary
Medicine purchase - 58379,Pharmacy
Payment to Italian restaurant - 64336,Restaurants
Paycheck deposit - 88011,Salary
Internet service payment - 76796,Utilities
Transfer to savings account - 49326,Transfer-Out
Gas refill payment - 11856,Gas
Mobile phone store purchase - 30580,Shopping
Interest credited - 82713,Interest Income
Netflix subscription payment - 75162,Entertainment
Netflix subscription payment - 08877,Entertainment
Pharmacy store purchase - 73429,Pharmacy
Bank interest payment - 92263,Interest Income
Organic store purchase - 05886,Groceries
Gas utility payment - 64716,Utilities
Paycheck deposit - 61595,Salary
Vegetable market transaction - 78545,Groceries
Medicine purchase - 87539,Pharmacy
Gas utility payment - 78186,Utilities
Organic store purchase - 28895,Groceries
Bank interest payment - 11252,Interest Income
Water bill payment - 52711,Utilities
Prescription payment - 09182,Pharmacy
Petrol station purchase - 89752,Gas
Fuel purchase at gas station - 01110,Gas
Grocery store purchase - 34195,Shopping
Bank wire transfer - 96715,Transfer-Out
Grocery store payment - 37292,Groceries
Health store transaction - 96605,Pharmacy
Brunch payment - 27751,Restaurants
Salary payment - 49360,Salary
Lunch at sushi bar - 79479,Restaurants
Starbucks coffee purchase - 82373,Restaurants
Amazon online purchase - 06496,Shopping
Bank interest payment - 00692,Interest Income
Shoe store purchase - 78990,Shopping
Gas utility payment - 33892,Utilities
Family money transfer - 06351,Transfer-Out
Interest deposit - 25375,Interest Income
Interest credited - 34024,Interest Income
Medical supplies purchase - 85496,Pharmacy
Gas utility payment - 00843,Utilities
Grocery store purchase - 43620,Shopping
Electronics store purchase - 47949,Shopping
Medical supplies purchase - 58330,Pharmacy
Fast food purchase - 31043,Restaurants
Monthly salary deposit - 44761,Salary
Organic store purchase - 67068,Groceries
Medicine purchase - 26594,Pharmacy
Gas station transaction - 19354,Gas
Weekly grocery shopping - 21832,Groceries
Electricity bill payment - 37181,Utilities
Income from employer - 87070,Salary
Interest credited - 98494,Interest Income
Concert tickets purchase - 28959,Entertainment
Account transfer - 88204,Transfer-Out
Medicine purchase - 12409,Pharmacy
Mobile phone store purchase - 95970,Shopping
Shoe store purchase - 79670,Shopping
Grocery store purchase - 30148,Shopping
Amazon online purchase - 10872,Shopping
Electricity bill payment - 81048,Utilities
Account transfer - 60498,Transfer-Out
Grocery store purchase - 53762,Shopping
Petrol station purchase - 54528,Gas
Paycheck deposit - 52418,Salary
Grocery store purchase - 75148,Shopping
Pharmacy store purchase - 27703,Pharmacy
Fuel payment - 76460,Gas
Grocery store payment - 97745,Groceries
Netflix subscription payment - 81542,Entertainment
Prescription payment - 04159,Pharmacy
Weekly grocery shopping - 95593,Groceries
Theme park ticket purchase - 97684,Entertainment
Petrol station purchase - 03442,Gas
Brunch payment - 36333,Restaurants
Streaming service payment - 18553,Entertainment
Monthly salary deposit - 06309,Salary
Electronics store purchase - 00179,Shopping
Grocery store purchase - 90329,Shopping
Interest income received - 61646,Interest Income
Netflix subscription payment - 89601,Entertainment
Payment to Italian restaurant - 61979,Restaurants
Monthly salary deposit - 08760,Salary
Monthly salary deposit - 38993,Salary
Account transfer - 48340,Transfer-Out
Electricity bill payment - 77845,Utilities
Payroll deposit - 66968,Salary
Payment to Italian restaurant - 92623,Restaurants
Lunch at sushi bar - 65039,Restaurants
Theme park ticket purchase - 06920,Entertainment
Vegetable market transaction - 99936,Groceries
Petrol station purchase - 37235,Gas
Fuel purchase at gas station - 30095,Gas
Transfer to savings account - 63498,Transfer-Out
Payment to Italian restaurant - 57406,Restaurants
Theme park ticket purchase - 56182,Entertainment
Streaming service payment - 83698,Entertainment
Payment to Italian restaurant - 34783,Restaurants
Lunch at sushi bar - 13049,Restaurants
Salary payment - 13242,Salary
Transfer to savings account - 66572,Transfer-Out
Netflix subscription payment - 30075,Entertainment
Interest income received - 30759,Interest Income
Health store transaction - 21903,Pharmacy
Concert tickets purchase - 60839,Entertainment
Internet service payment - 79594,Utilities
Money sent to friend - 05541,Transfer-Out
Lunch at sushi bar - 92687,Restaurants
Gas refill payment - 35044,Gas
Fast food purchase - 19188,Restaurants
Streaming service payment - 01716,Entertainment
Money sent to friend - 09515,Transfer-Out
Electricity bill payment - 65475,Utilities
Streaming service payment - 35053,Entertainment
Utility bill payment - 16357,Utilities
Paycheck deposit - 47680,Salary
Interest deposit - 95588,Interest Income
Weekly grocery shopping - 93005,Groceries
Gas refill payment - 10565,Gas
Concert tickets purchase - 61224,Entertainment
Grocery store payment - 79870,Groceries
Payroll deposit - 61016,Salary
Lunch at sushi bar - 02096,Restaurants
Concert tickets purchase - 14396,Entertainment
Electronics store purchase - 31875,Shopping
Bank interest payment - 84309,Interest Income
Starbucks coffee purchase - 75944,Restaurants
Interest deposit - 05100,Interest Income
Petrol station purchase - 06890,Gas
Organic store purchase - 80959,Groceries
Movie theater tickets - 90295,Entertainment
Supermarket groceries purchase - 63108,Groceries
Mobile phone store purchase - 45353,Shopping
Savings account interest - 47837,Interest Income
Fuel purchase at gas station - 58305,Gas
Weekly grocery shopping - 64496,Groceries
Money sent to friend - 75336,Transfer-Out
Gas refill payment - 18348,Gas
Amazon online purchase - 92769,Shopping
Payroll deposit - 62168,Salary
Fast food purchase - 79560,Restaurants
Family money transfer - 12380,Transfer-Out
Bank wire transfer - 62232,Transfer-Out
Fuel payment - 99130,Gas
Medicine purchase - 22288,Pharmacy
Movie theater tickets - 08854,Entertainment
Salary payment - 34795,Salary
Organic store purchase - 34587,Groceries
Weekly grocery shopping - 93234,Groceries
Organic store purchase - 37738,Groceries
Interest credited - 91120,Interest Income
Fast food purchase - 38695,Restaurants
Paycheck deposit - 75395,Salary
Bank interest payment - 81824,Interest Income
Grocery store payment - 27511,Groceries
Amazon online purchase - 06251,Shopping
Gas refill payment - 83337,Gas
Brunch payment - 52729,Restaurants
Payment to Italian restaurant - 56198,Restaurants
Gas station transaction - 90749,Gas
Health store transaction - 32867,Pharmacy
Gas refill payment - 85426,Gas
Electricity bill payment - 11989,Utilities
Fast food purchase - 43719,Restaurants
Utility bill payment - 14641,Utilities
Payment to Italian restaurant - 20896,Restaurants
Paycheck deposit - 89093,Salary
Pharmacy store purchase - 09467,Pharmacy
Amazon online purchase - 14814,Shopping
Account transfer - 25772,Transfer-Out
Interest deposit - 86410,Interest Income
Electronics store purchase - 33753,Shopping
Fast food purchase - 65642,Restaurants
Fuel payment - 93862,Gas
Concert tickets purchase - 16746,Entertainment
Streaming service payment - 61286,Entertainment
Netflix subscription payment - 22459,Entertainment
Utility bill payment - 00901,Utilities
Family money transfer - 71518,Transfer-Out
Interest income received - 04106,Interest Income
Medicine purchase - 85597,Pharmacy
Utility bill payment - 97524,Utilities
Netflix subscription payment - 42199,Entertainment
Gas station transaction - 99567,Gas
Weekly grocery shopping - 93985,Groceries
Gas station transaction - 73018,Gas
Paycheck deposit - 30386,Salary
Water bill payment - 06526,Utilities
Internet service payment - 12438,Utilities
Supermarket groceries purchase - 63062,Groceries
Interest credited - 40762,Interest Income
Internet service payment - 33243,Utilities
Vegetable market transaction - 01600,Groceries
Supermarket groceries purchase - 07632,Groceries
Transfer to savings account - 53954,Transfer-Out
Internet service payment - 80880,Utilities
Gas refill payment - 96084,Gas
Fuel purchase at gas station - 10227,Gas
Family money transfer - 45409,Transfer-Out
Water bill payment - 04827,Utilities
Gas station transaction - 43743,Gas
Bank wire transfer - 54538,Transfer-Out
Streaming service payment - 96310,Entertainment
Bank interest payment - 30575,Interest Income
Paycheck deposit - 21153,Salary
Starbucks coffee purchase - 43954,Restaurants
Organic store purchase - 00194,Groceries
Weekly grocery shopping - 57424,Groceries
Internet service payment - 80833,Utilities
Starbucks coffee purchase - 80436,Restaurants
Water bill payment - 07956,Utilities
Utility bill payment - 08535,Utilities
Interest credited - 30340,Interest Income
Salary payment - 15464,Salary
Movie theater tickets - 86965,Entertainment
Account transfer - 63262,Transfer-Out
Salary payment - 89227,Salary
Amazon online purchase - 63957,Shopping
Netflix subscription payment - 24288,Entertainment
Supermarket groceries purchase - 56651,Groceries
Fast food purchase - 34649,Restaurants
Bank wire transfer - 68590,Transfer-Out
Fuel purchase at gas station - 99740,Gas
Fuel purchase at gas station - 87438,Gas
Paycheck deposit - 27438,Salary
Gas station transaction - 00358,Gas
Interest income received - 16581,Interest Income
Monthly salary deposit - 11748,Salary
Payroll deposit - 73336,Salary
Electricity bill payment - 54896,Utilities
Amazon online purchase - 75163,Shopping
Movie theater tickets - 09502,Entertainment
Gas station transaction - 81618,Gas
Netflix subscription payment - 41460,Entertainment
Theme park ticket purchase - 74766,Entertainment
Pharmacy store purchase - 07967,Pharmacy
Petrol station purchase - 83508,Gas
Mobile phone store purchase - 42410,Shopping
Netflix subscription payment - 02789,Entertainment
Gas station transaction - 86231,Gas
Paycheck deposit - 11962,Salary
Fuel purchase at gas station - 14928,Gas
Movie theater tickets - 22406,Entertainment
Savings account interest - 38447,Interest Income
Bank wire transfer - 38271,Transfer-Out
Paycheck deposit - 09125,Salary
Organic store purchase - 10297,Groceries
Lunch at sushi bar - 54978,Restaurants
Payment to Italian restaurant - 41172,Restaurants
Monthly salary deposit - 48486,Salary
Prescription payment - 79846,Pharmacy
Internet service payment - 84689,Utilities
Fuel payment - 03559,Gas
Gas refill payment - 63801,Gas
Transfer to savings account - 85637,Transfer-Out
Weekly grocery shopping - 97122,Groceries
Theme park ticket purchase - 59700,Entertainment
Payment to Italian restaurant - 59069,Restaurants
Prescription payment - 87099,Pharmacy
Mobile phone store purchase - 88467,Shopping
Streaming service payment - 11966,Entertainment
Petrol station purchase - 38741,Gas
Gas refill payment - 97251,Gas
Starbucks coffee purchase - 81116,Restaurants
Vegetable market transaction - 83997,Groceries
Fast food purchase - 82238,Restaurants
Starbucks coffee purchase - 55553,Restaurants
Organic store purchase - 01863,Groceries
Health store transaction - 07374,Pharmacy
Vegetable market transaction - 71461,Groceries
Account transfer - 42443,Transfer-Out
Gas station transaction - 95003,Gas
Pharmacy store purchase - 16037,Pharmacy
Gas station transaction - 51389,Gas
Interest credited - 05365,Interest Income
Theme park ticket purchase - 26861,Entertainment
Account transfer - 69033,Transfer-Out
Vegetable market transaction - 56502,Groceries
Electronics store purchase - 67025,Shopping
Concert tickets purchase - 06119,Entertainment
Fuel purchase at gas station - 32687,Gas
Medicine purchase - 85592,Pharmacy
Payment to Italian restaurant - 71350,Restaurants
Weekly grocery shopping - 78603,Groceries
Bank wire transfer - 94648,Transfer-Out
Health store transaction - 79628,Pharmacy
Supermarket groceries purchase - 57261,Groceries
Gas refill payment - 81106,Gas
Starbucks coffee purchase - 12292,Restaurants
Gas utility payment - 95880,Utilities
Family money transfer - 17556,Transfer-Out
Bank wire transfer - 01615,Transfer-Out
Lunch at sushi bar - 84061,Restaurants
Payment to Italian restaurant - 09751,Restaurants
Interest credited - 80631,Interest Income
Streaming service payment - 85036,Entertainment
Interest deposit - 17704,Interest Income
Prescription payment - 14422,Pharmacy
Medicine purchase - 85868,Pharmacy
Concert tickets purchase - 84756,Entertainment
Prescription payment - 14259,Pharmacy
Shoe store purchase - 91672,Shopping
Streaming service payment - 16872,Entertainment
Gas refill payment - 77047,Gas
Brunch payment - 94364,Restaurants
Payroll deposit - 16958,Salary
Grocery store payment - 76444,Groceries
Gas utility payment - 63555,Utilities
Streaming service payment - 63470,Entertainment
Gas refill payment - 36857,Gas
Account transfer - 50326,Transfer-Out
Bank wire transfer - 81366,Transfer-Out
Brunch payment - 78564,Restaurants
Water bill payment - 74590,Utilities
Gas utility payment - 64555,Utilities
Organic store purchase - 23654,Groceries
Grocery store purchase - 16534,Shopping
Netflix subscription payment - 85627,Entertainment
Medical supplies purchase - 13752,Pharmacy
Monthly salary deposit - 71688,Salary
Paycheck deposit - 18039,Salary
Brunch payment - 45905,Restaurants
Vegetable market transaction - 83125,Groceries
Medical supplies purchase - 58833,Pharmacy
Medical supplies purchase - 25487,Pharmacy
Grocery store purchase - 39219,Shopping
Monthly salary deposit - 02677,Salary
Interest income received - 58560,Interest Income
Income from employer - 25714,Salary
Health store transaction - 45547,Pharmacy
Payment to Italian restaurant - 51880,Restaurants
Theme park ticket purchase - 36022,Entertainment
Grocery store payment - 69323,Groceries
Interest deposit - 94919,Interest Income
Interest credited - 71335,Interest Income
Water bill payment - 34191,Utilities
Transfer to savings account - 32664,Transfer-Out
Starbucks coffee purchase - 44356,Restaurants
Salary payment - 56308,Salary
Streaming service payment - 20892,Entertainment
Paycheck deposit - 17850,Salary
Theme park ticket purchase - 11089,Entertainment
Water bill payment - 96641,Utilities
Vegetable market transaction - 67657,Groceries
Payroll deposit - 31618,Salary
Fuel payment - 11546,Gas
Electricity bill payment - 09563,Utilities
Transfer to savings account - 24223,Transfer-Out
Netflix subscription payment - 72878,Entertainment
Supermarket groceries purchase - 88157,Groceries
Family money transfer - 12923,Transfer-Out
Gas utility payment - 52120,Utilities
Electronics store purchase - 26994,Shopping
Fast food purchase - 45190,Restaurants
Gas refill payment - 51251,Gas
Amazon online purchase - 14336,Shopping
Paycheck deposit - 48515,Salary
Amazon online purchase - 44284,Shopping
Utility bill payment - 79539,Utilities
Grocery store payment - 23558,Groceries
Bank interest payment - 93657,Interest Income
Payment to Italian restaurant - 05320,Restaurants
Netflix subscription payment - 17545,Entertainment
Grocery store payment - 63755,Groceries
Bank wire transfer - 75458,Transfer-Out
Internet service payment - 65715,Utilities
Grocery store purchase - 01457,Shopping
Transfer to savings account - 82569,Transfer-Out
Electricity bill payment - 49759,Utilities
Weekly grocery shopping - 87724,Groceries
Petrol station purchase - 99112,Gas
Lunch at sushi bar - 53457,Restaurants
Money sent to friend - 69809,Transfer-Out
Payroll deposit - 08769,Salary
Money sent to friend - 84531,Transfer-Out
Savings account interest - 52708,Interest Income
Payroll deposit - 50790,Salary
Paycheck deposit - 13715,Salary
Transfer to savings account - 09589,Transfer-Out
Grocery store payment - 63170,Groceries
Fast food purchase - 35151,Restaurants
Weekly grocery shopping - 01244,Groceries
Payroll deposit - 43490,Salary
Payroll deposit - 74237,Salary
Payment to Italian restaurant - 65998,Restaurants
Interest income received - 39426,Interest Income
Savings account interest - 24138,Interest Income
Mobile phone store purchase - 23601,Shopping
Medicine purchase - 41015,Pharmacy
Savings account interest - 09253,Interest Income
Weekly grocery shopping - 07401,Groceries
Internet service payment - 62589,Utilities
Bank interest payment - 03115,Interest Income
Lunch at sushi bar - 42242,Restaurants
Petrol station purchase - 82221,Gas
Money sent to friend - 57955,Transfer-Out
Brunch payment - 42798,Restaurants
Fast food purchase - 15726,Restaurants
Internet service payment - 87382,Utilities
Payroll deposit - 74812,Salary
Movie theater tickets - 64551,Entertainment
Mobile phone store purchase - 88770,Shopping
Grocery store payment - 57952,Groceries
Utility bill payment - 63572,Utilities
Organic store purchase - 48076,Groceries
Transfer to savings account - 93564,Transfer-Out
Lunch at sushi bar - 53379,Restaurants
Supermarket groceries purchase - 61886,Groceries
Income from employer - 40700,Salary
Gas utility payment - 82513,Utilities
Streaming service payment - 60460,Entertainment
Gas station transaction - 75457,Gas
Water bill payment - 79852,Utilities
Fuel payment - 04212,Gas
Grocery store payment - 10560,Groceries
Organic store purchase - 50300,Groceries
Prescription payment - 46097,Pharmacy
Fast food purchase - 37387,Restaurants
Grocery store purchase - 34503,Shopping
Gas utility payment - 30419,Utilities
Transfer to savings account - 04607,Transfer-Out
Brunch payment - 10285,Restaurants
Prescription payment - 86410,Pharmacy
Weekly grocery shopping - 87241,Groceries
Electricity bill payment - 55908,Utilities
Internet service payment - 34912,Utilities
Weekly grocery shopping - 89130,Groceries
Interest income received - 11920,Interest Income
Fast food purchase - 27488,Restaurants
Interest deposit - 06463,Interest Income
Concert tickets purchase - 40487,Entertainment
Lunch at sushi bar - 23653,Restaurants
Interest income received - 11639,Interest Income
Transfer to savings account - 14897,Transfer-Out
Bank wire transfer - 82579,Transfer-Out
Prescription payment - 14995,Pharmacy
Weekly grocery shopping - 40746,Groceries
Grocery store purchase - 10281,Shopping
Bank interest payment - 04779,Interest Income
Theme park ticket purchase - 67113,Entertainment
Netflix subscription payment - 55290,Entertainment
Fuel purchase at gas station - 29421,Gas
Lunch at sushi bar - 01749,Restaurants
Fuel purchase at gas station - 33870,Gas
Payment to Italian restaurant - 53779,Restaurants
Water bill payment - 56057,Utilities
Transfer to savings account - 11709,Transfer-Out
Mobile phone store purchase - 57126,Shopping
Theme park ticket purchase - 75577,Entertainment
Transfer to savings account - 35739,Transfer-Out
Grocery store purchase - 49300,Shopping
Bank wire transfer - 56210,Transfer-Out
Theme park ticket purchase - 00836,Entertainment
Health store transaction - 63158,Pharmacy
Fuel purchase at gas station - 12803,Gas
Paycheck deposit - 24435,Salary
Account transfer - 28244,Transfer-Out
Payment to Italian restaurant - 01878,Restaurants
Pharmacy store purchase - 61124,Pharmacy
Supermarket groceries purchase - 18155,Groceries
Mobile phone store purchase - 23129,Shopping
Theme park ticket purchase - 39290,Entertainment
Supermarket groceries purchase - 10795,Groceries
Monthly salary deposit - 56967,Salary
Salary payment - 52838,Salary
Brunch payment - 62240,Restaurants
Petrol station purchase - 21008,Gas
Gas station transaction - 91794,Gas
Monthly salary deposit - 16253,Salary
Utility bill payment - 43977,Utilities
Weekly grocery shopping - 30868,Groceries
Utility bill payment - 98280,Utilities
Transfer to savings account - 30476,Transfer-Out
Netflix subscription payment - 41254,Entertainment
Utility bill payment - 51316,Utilities
Water bill payment - 39587,Utilities
Bank interest payment - 97982,Interest Income
Grocery store purchase - 88455,Shopping
Vegetable market transaction - 24010,Groceries
Netflix subscription payment - 04983,Entertainment
Family money transfer - 99132,Transfer-Out
Netflix subscription payment - 07875,Entertainment
Electronics store purchase - 07427,Shopping
Paycheck deposit - 35196,Salary
Weekly grocery shopping - 60166,Groceries
Streaming service payment - 55406,Entertainment
Netflix subscription payment - 26758,Entertainment
Fuel purchase at gas station - 52859,Gas
Bank interest payment - 80889,Interest Income
Fuel purchase at gas station - 18362,Gas
Gas station transaction - 81437,Gas
Prescription payment - 09417,Pharmacy
Prescription payment - 00192,Pharmacy
Family money transfer - 55690,Transfer-Out
Supermarket groceries purchase - 92941,Groceries
Mobile phone store purchase - 75464,Shopping
Mobile phone store purchase - 81937,Shopping
Fast food purchase - 25294,Restaurants
Health store transaction - 89609,Pharmacy
Paycheck deposit - 31141,Salary
Prescription payment - 50147,Pharmacy
Theme park ticket purchase - 14455,Entertainment
Family money transfer - 91868,Transfer-Out
Family money transfer - 24113,Transfer-Out
Movie theater tickets - 44880,Entertainment
Vegetable market transaction - 07574,Groceries
Pharmacy store purchase - 06627,Pharmacy
Gas station transaction - 89183,Gas
Brunch payment - 67582,Restaurants
Electricity bill payment - 34606,Utilities
Electronics store purchase - 59969,Shopping
Fuel purchase at gas station - 37888,Gas
